Station_Id , obs_val
01PL224A,25.557142857142857,
01PL224A,13.642857142857142,
01PL224A,0.0,
01PL224A,19.785714285714285,
01PL224A,4.642857142857143,
01PL224A,5.928571428571429,
01PL224A,14.757142857142856,
01PL224A,0.0,
01PL224A,7.5,
01PL224A,13.785714285714286,
01PL224A,0.0,
01PL224A,2.4285714285714284,
01PL224A,0.0,
01PL224A,1.1428571428571428,
01PL224A,2.6142857142857143,
01PL224A,1.7857142857142858,
01PL224A,2.257142857142857,
01PL224A,15.285714285714286,
01PL224A,6.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,3.5714285714285716,
01PL224A,3.5,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,2.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,0.0,
01PL224A,17.385714285714286,
01PL224A,0.0,
01PL224A,20.714285714285715,
01PL224A,3.357142857142857,
01PL224A,0.0,
01PL224A,1.7857142857142858,
01PL224A,7.428571428571429,
01PL224A,4.614285714285714,
01PL224A,3.5,
01PL224A,0.7857142857142857,
01PL224A,0.0,
